Symbol,Name,Sector,Market Cap Type,Full Time Employees,City,State,AVG CLOSING PRE 08,STD PRE 08,AVG VOLUME PRE 08,% Change Pre-During 08,AVG CLOSING DURING 08,STD DURING 08,AVG VOLUME DURING 08,% Change During-Post 08,AVG CLOSING POST 08,STD POST 08,AVG VOLUME POST 08,AVG CLOSING PRE COVID,STD PRE COVID,AVG VOLUME PRE COVID,% Change Pre-During COVID,AVG CLOSING DURING COVID,STD DURING COVID,AVG VOLUME DURING COVID
TWIN,"Twin Disc, Incorporated",Industrials,Micro Cap Stock,873,Racine,WI,22.82633466,5.616519145,89986.45418326693,-40.57657559,13.56418972,5.088801025,90996.44268774704,-24.47609066,10.24420635,1.7608354830000001,50551.98412698413,13.68746032,2.957483704,31980.15873015873,-46.65314749,7.301829268,1.692386093,49132.92682926829
CPE,Callon Petroleum Company,Energy,Small Cap Stock,475,Houston,TX,13.95135458,0.9950335459999999,205086.45418326693,21.95367571,17.01418972,6.998300122000001,443934.3873517787,-81.34470304,3.1740476189999995,1.92976917,819786.9047619047,5.968968254,1.6385747519999998,11879760.714285715,-80.18614145,1.182682927,0.9475023029999999,33647580.487804875
KOPN,Kopin Corporation,Technology,Micro Cap Stock,153,Westborough,MA,3.6392031869999997,0.257758341,329509.561752988,-26.59753565,2.671264822,0.47236569100000003,211484.98023715414,52.33702638,4.069325397,0.44838881700000005,421667.85714285716,1.01202381,0.344393154,570337.6984126985,-53.78735931,0.467682927,0.22070201600000003,849829.268292683
SGU,"Star Gas Partners, L.P.",Energy,Small Cap Stock,3446,Stamford,CT,2.093505976,0.26849294,249611.95219123506,-34.31409532,1.37513834,0.265460966,144277.07509881424,62.53198807,2.235039683,0.24222162,123464.28571428571,9.054246032,0.21429916100000002,61894.04761904762,-12.48951479,7.923414633999999,0.71754592,117452.43902439025
RUTH,"Ruth&#39;s Hospitality Group, Inc.",Consumer Cyclical,Micro Cap Stock,5740,Winter Park,FL,15.71003984,2.5578904590000002,401056.57370517927,-70.82352171,4.583636364,2.008968833,346020.5533596838,-25.65946053,3.4075,0.889387015,366569.44444444444,22.4325,1.983291285,220305.55555555556,-47.18790518,11.84707317,5.836593477999999,1385370.731707317
HVT,"Haverty Furniture Companies, Inc.",Consumer Cyclical,Small Cap Stock,3425,Atlanta,GA,9.261912351,1.652571913,192366.93227091632,-17.49712603,7.6413438739999995,0.830553323,204329.2490118577,36.67243987,10.44361111,1.7334212009999999,82467.46031746031,19.22821429,1.977050498,131687.3015873016,-23.74264915,14.66292683,2.840548325,177825.60975609755
GPRE,"Green Plains Renewable Energy, Inc.",Basic Materials,Small Cap Stock,820,Omaha,NE,15.75023904,4.247279216,11641.434262948207,-61.21547038,6.1086561260000005,2.3851753980000003,14224.90118577075,58.47535178,9.680714286,2.745095062,253817.46031746033,13.16595238,2.7834020510000004,703468.6507936508,-40.96561495,7.772439024,3.406966922,737396.3414634146
UEIC,Universal Electronics Inc.,Technology,Small Cap Stock,4347,Scottsdale,AZ,29.53159363,5.628128628,138487.25099601594,-23.68794487,22.53616601,3.976769638,148449.8023715415,-4.87336303,21.43789683,1.954087946,63726.98412698413,42.32190476,8.770490927,109752.38095238095,-3.950159663,40.65012195,4.577164062,109920.73170731707
HZO,"MarineMax, Inc.",Consumer Cyclical,Small Cap Stock,1754,Clearwater,FL,20.17888446,3.489643814,351404.3824701195,-57.79860494,8.515770751,4.091283308,379585.77075098816,0.682010555,8.573849206,2.2104716069999997,207633.33333333334,16.94916667,1.6955377630000001,278192.0634920635,-14.06657161,14.565,4.176569344,291906.0975609756
CSFL,"CenterState Banks, Inc.",Financial Services,Medium Cap Stock,2756,Winter Haven,FL,15.48780876,1.941196224,18394.42231075697,-16.43127428,12.94296443,1.46235361,14033.99209486166,-30.83513304,8.951984127000001,1.687467524,108398.80952380953,23.46646825,1.260126087,588333.7301587302,-24.08316493,17.815,3.321916095,814645.1341463415
YORW,The York Water Company,Utilities,Small Cap Stock,106,York,PA,12.29581673,0.34057896299999996,9453.78486055777,-16.883264899999997,10.21988142,1.1250539609999999,8619.762845849802,9.586041448,11.19956349,0.7806730470000001,31195.238095238095,36.90710317,4.516090659,25707.539682539682,17.30572876,43.29414634,3.30322736,52203.65853658537
SGMO,"Sangamo BioSciences, Inc.",Healthcare,Small Cap Stock,354,Brisbane,CA,9.491553785,3.3728655439999997,489676.0956175299,-1.847829986,9.316166008,3.1418099510000004,450506.7193675889,-38.17156459,5.760039683,1.115917966,278074.20634920633,10.31531746,1.284342538,1809739.6825396826,-23.43377884,7.89804878,1.49573834,2447130.487804878
MPX,Marine Products Corporation,Consumer Cyclical,Small Cap Stock,673,Atlanta,GA,6.988326692999999,0.7469669259999999,47539.8406374502,-17.46258521,5.76798419,0.9166733159999999,49375.09881422925,-18.65263461,4.692103175,0.807947538,33750.0,14.17130952,1.072940755,30080.15873015873,-26.08046676,10.47536585,2.404615005,32002.439024390245
PHX,Panhandle Royalty Company,Energy,Micro Cap Stock,22,Oklahoma City,OK,9.365397211,1.394409451,21129.083665338647,26.89292947,11.88402688,2.536680764,47495.65217391304,-12.92542186,10.34796627,1.1948761540000001,39488.88888888889,13.67505754,1.6345155580000001,29985.714285714286,-65.95329794,4.655906098,1.274467206,100950.0
SENEA,Seneca Foods Corp.,Consumer Defensive,Small Cap Stock,3400,Marion,NY,26.66374502,1.263528203,2448.207171314741,-24.618816199999998,20.09944664,1.795994134,2798.418972332016,36.75453486,27.48690476,3.0070994260000004,51591.666666666664,29.55265873,4.597060518999999,19067.460317460318,21.9167266,36.02963415,2.513233835,35251.21951219512
ZEUS,"Olympic Steel, Inc.",Basic Materials,Micro Cap Stock,1792,Bedford Heights,OH,25.60266932,3.186900508,185172.11155378487,45.97539173,37.37359684,14.76974622,321787.3517786561,-26.49179888,27.47265873,3.246647624,178707.9365079365,15.15638889,2.496696474,78031.74603174604,-30.22824812,10.57487805,2.084779791,66493.90243902439
GHM,Graham Corporation,Industrials,Micro Cap Stock,337,Batavia,NY,9.838844622,5.475333767,129080.4780876494,135.19945669999998,23.14090909,10.58987168,339564.42687747034,-36.64933138,14.65992063,2.2447441919999997,94871.42857142857,20.61392857,1.4178084919999998,22332.539682539682,-32.99285563,13.81280488,2.585487644,43626.829268292684
AGM,Federal Agricultural Mortgage Corporation,Financial Services,Small Cap Stock,103,Washington,DC,21.30266932,2.1290250459999998,65233.46613545817,-26.80777701,15.59189723,7.963021205,156589.7233201581,-50.07861866,7.783690476,3.413201385,280260.71428571426,74.57952381,5.90532191,40039.68253968254,-16.54529451,62.24012195,8.071614413999999,63824.39024390244
CRAI,"CRA International,Inc.",Industrials,Small Cap Stock,799,Boston,MA,47.42920319,2.190124235,127612.74900398406,-31.55398567,32.46339921,5.9363091379999995,128369.9604743083,-27.05778081,23.67952381,1.821530313,67525.79365079365,43.49456349,5.544299557,52529.36507936508,-7.620638595,40.18,7.939429497000001,46079.26829268293
BKR,Baker (Michael) Corporation,Energy,Large Cap Stock,67000,Houston,TX,44.61709163,5.11399389,4759800.0,-16.09394222,37.43644269,11.42330606,5599386.561264822,-32.46373643,25.283174600000002,2.688593332,6317872.222222222,23.04988095,1.6714953780000001,5132521.428571428,-35.54910896,14.85585366,3.633306813,7749042.682926829
RTIX,"RTI Biologics, Inc.",Healthcare,Micro Cap Stock,891,Deerfield,IL,9.03685259,2.075813685,158028.28685258963,-14.25361179,7.748774704,2.605052569,425076.6798418972,-49.49483117,3.9135317460000003,0.48718459700000005,236865.07936507938,3.864801587,1.1653132370000001,190113.49206349207,-27.62699177,2.797073171,0.974772513,526084.1463414634
UEC,Uranium Energy Corp.,Energy,Micro Cap Stock,48,Corpus Christi,TX,4.233592814,0.948821858,194826.3473053892,-55.6306179,1.878418972,1.004842576,194584.98023715414,64.15780899,3.0835714289999996,0.42595936100000004,461698.8095238095,1.167539683,0.202888255,1092232.142857143,-29.43259648,0.823902439,0.231125833,1836556.0975609757
AMSWA,"American Software, Inc.",Technology,Small Cap Stock,428,Atlanta,GA,4.652828685,0.828138857,121507.17131474103,-30.14746949,3.250118577,0.71017351,103788.93280632411,13.61734426,3.692698413,0.222978436,55650.0,13.19416667,1.7975988019999998,76245.23809523809,15.18393969,15.19756098,1.902316691,176200.0
HWCC,Houston Wire & Cable Company,Industrials,Micro Cap Stock,432,Houston,TX,16.99015697,3.2959621219999997,442861.7529880478,-30.390963399999997,11.82668458,3.0659113089999996,180960.0790513834,-21.09275054,9.332111507999999,0.8467652720000001,127380.95238095238,5.086666667,0.817059152,38286.50793650794,-47.76635873,2.65695122,0.7083953159999999,62112.19512195122
DWSN,Dawson Geophysical Company,Energy,Micro Cap Stock,455,Midland,TX,20.14875139,2.666340226,25919.9203187251,-30.89584837,13.92362372,5.071742325,23276.284584980236,-30.04496251,9.74027619,0.962258472,26525.79365079365,2.6493253969999997,0.608153057,96889.68253968254,-44.36227456,1.47402439,0.44726013600000003,56532.92682926829
NKSH,"National Bankshares, Inc.",Financial Services,Micro Cap Stock,238,Blacksburg,VA,13.6663745,1.204649992,2745.4183266932273,-9.944281295,12.30735178,0.6572529579999999,3167.98418972332,50.36857012,18.50638889,1.036975017,13954.761904761905,37.82170635,3.382134788,11682.539682539682,-15.86196897,31.82243902,4.749809239,14898.780487804877
VICR,Vicor Corporation,Technology,Medium Cap Stock,993,Andover,MA,11.00581673,1.351957555,128419.1235059761,-14.58128101,9.401027668,2.53429613,131190.9090909091,-0.044700125,9.396825397,2.560329956,89579.36507936507,34.4727381,4.915388152,195225.0,37.44193997,47.38,7.4874288060000005,248662.19512195123
GERN,Geron Corporation,Healthcare,Small Cap Stock,45,Menlo Park,CA,7.230888845,0.7855279359999999,1178179.282868526,-44.01456376,4.048244663999999,0.613160138,827632.0158102767,44.06845769,5.832243651000001,0.8088343929999999,1574857.142857143,1.450952381,0.201604831,2066353.5714285714,-14.26152873,1.24402439,0.241639767,2244951.2195121953
HFWA,Heritage Financial Corporation,Financial Services,Small Cap Stock,877,Olympia,WA,16.12063745,0.6963702979999999,3437.4501992031874,-29.75199081,11.32442688,1.740194801,6377.075098814229,-9.284802652,10.27297619,0.88707332,23933.333333333332,28.14111111,1.661433271,135915.47619047618,-26.02568165,20.81719512,3.261915772,191363.41463414635
BMRC,Bank of Marin Bancorp,Financial Services,Small Cap Stock,296,Novato,CA,13.26788845,0.9228442570000001,12368.12749003984,-14.86860637,11.29513834,0.8903060829999999,11496.442687747036,17.28602739,13.24761905,0.647677959,29846.825396825396,41.85281746,1.647594044,30740.079365079364,-19.19971659,33.81719512,5.651050001000001,41492.68292682927
NWPX,Northwest Pipe Company,Industrials,Micro Cap Stock,909,Vancouver,WA,35.54262948,2.148007136,84590.03984063744,21.20522966,43.07952569,9.247790372,144898.81422924902,-35.46431577,27.80166667,5.858430198,97590.87301587302,26.41527778,3.5227515960000004,41760.71428571428,-0.9747120659999999,26.15780488,5.069771715,77365.85365853658
LDL,"Lydall, Inc.",Industrials,Micro Cap Stock,3250,Manchester,CT,12.53565737,2.438641562,99848.20717131475,-18.6008939,10.20391304,3.4379930389999998,122514.22924901186,-38.02797611,6.323571428999999,1.6290800890000001,85683.33333333333,22.24670635,2.89761804,122210.31746031746,-47.8974668,11.59109756,5.132617797,201897.56097560975
ATLO,Ames National Corporation,Financial Services,Micro Cap Stock,285,Ames,IA,13.71749004,0.43044776100000004,1289.2430278884462,9.08378478,14.96355731,2.169792981,8133.596837944664,2.0227332319999998,15.26623016,1.7726958769999999,13663.888888888889,26.16218254,1.093088937,8619.444444444445,-17.2143358,21.65853659,3.3178872210000003,19008.536585365855
ANIK,Anika Therapeutics Inc.,Healthcare,Small Cap Stock,154,Bedford,MA,15.22183267,2.68256322,65535.059760956174,-45.06538393,8.362055336000001,2.622930879,40816.60079051383,-20.21356657,6.671785713999999,0.92696372,64628.57142857143,45.19853175,11.08563285,177928.57142857142,-24.03514302,34.335,5.639300642,196167.07317073172
AGX,"Argan, Inc.",Industrials,Small Cap Stock,1154,Rockville,MD,5.827569721000001,1.407454465,7865.737051792828,76.4130397,10.28059289,1.5730135,22847.82608695652,0.10076749199999999,10.29095238,1.276259118,17533.333333333332,41.66210317,4.188274843,126046.42857142857,-7.463718732,38.55256098,3.9517121810000004,163234.1463414634
CCNE,CNB Financial Corporation,Financial Services,Micro Cap Stock,509,Clearfield,PA,8.399123506,0.222142361,2209.163346613546,-0.09968323300000001,8.390750987999999,0.68679367,1845.0592885375495,28.27616203,10.76333333,1.049030286,17388.88888888889,27.17730159,2.542961981,19917.06349206349,-26.46392105,19.98512195,5.0684100910000005,52848.78048780488
IVAC,"Intevac, Inc.",Industrials,Micro Cap Stock,258,Santa Clara,CA,21.04438247,4.7332334739999995,512214.7410358566,-49.60828848,10.60462451,3.01643783,267757.7075098814,19.29169676,12.65043651,1.821641539,119037.30158730158,5.455,0.584485676,52918.65079365079,-4.569537904,5.205731707,0.917448193,75124.39024390244
AGYS,"Agilysys, Inc.",Technology,Small Cap Stock,936,Alpharetta,GA,18.67689243,2.708143553,350514.7410358566,-47.45488575,9.813794466000001,3.4639241430000003,249348.61660079053,-17.58604141,8.087936508,2.1418721819999997,127245.63492063493,22.54642857,3.4821642219999998,119583.73015873016,-0.271912778,22.48512195,7.555540236000001,266576.8292682927
SLMBP,SLM Corporation,Financial Services,Medium Cap Stock,1900,Newark,DE,43.03697211,6.556226079,21066.13545816733,-46.71802524,22.93094862,7.754391427000001,14003.557312252964,16.36332509,26.68321429,5.6404642570000005,13675.79365079365,55.990238100000006,3.831918364,12067.063492063493,-24.25508885,42.409756099999996,11.17051188,17818.29268292683
CERS,Cerus Corporation,Healthcare,Small Cap Stock,254,Concord,CA,6.9163346610000005,1.16424126,308366.13545816735,-36.62822626,4.383003953,1.882059111,151454.54545454544,-47.33806704,2.3081746030000003,0.608506631,643378.5714285715,5.30734127,0.76415075,866913.8888888889,-5.54041227,5.013292683,0.692346261,2004259.756097561
SIGM,"Sigma Designs, Inc.",Technology,Micro Cap Stock,409,Fremont,CA,0.01801753,0.00607544,1258794.0239043825,-40.27555588,0.01076087,0.005811156,1666714.229249012,-38.54497354,0.006613095,0.0010355569999999999,552717.0634920635,0.18309523800000002,0.027059452999999997,55129.76190476191,17.82485965,0.215731707,0.008611002,30221.951219512193
MRLN,Marlin Business Services Corp.,Financial Services,Micro Cap Stock,339,Mount Laurel,NJ,12.78043825,2.215102392,66764.14342629482,-63.73039069,4.63541502,1.421782195,40921.343873517784,27.73637497,5.921111111,1.404911262,27998.4126984127,22.06746032,1.027383197,15959.52380952381,-47.10399516,11.67280488,5.715097674,54778.04878048781
LMNR,Limoneira Co,Consumer Defensive,Micro Cap Stock,319,Santa Paula,CA,24.27697211,2.569657175,1215.1394422310757,-21.09473048,19.15581028,4.075658949,2660.079051383399,-30.19358652,13.37198413,2.486544834,7993.650793650793,20.17428571,1.872614947,61339.28571428572,-26.32011634,14.86439024,3.1191923210000003,72764.63414634146
AMNB,"American National Bankshares, Inc.",Financial Services,Micro Cap Stock,355,Danville,VA,13.15876494,0.45048559200000005,2630.2788844621514,-13.44352682,11.38976285,1.059351003,2320.9486166007905,23.60271014,14.07805556,0.728189227,14240.873015873016,34.406825399999995,1.975068974,17173.4126984127,-23.23098634,26.41378049,5.065603115,28084.146341463416
ETM,Entercom Communications Corporation,Communication Services,Micro Cap Stock,4144,Bala Cynwyd,PA,18.82728725,2.8248552069999997,374883.6653386454,-69.15790383,5.80673004,3.1866125260000002,502320.5533596838,20.893362399999997,7.01995119,3.0712346439999996,257830.55555555556,5.187355952,1.208036654,1294610.7142857143,-57.83045994,2.187484146,1.312971642,1717956.0975609757
UMH,"UMH Properties, Inc.",Real Estate,Small Cap Stock,420,Freehold,NJ,5.446972112,0.34807757100000003,11060.956175298805,-34.66145486,3.5589723319999997,0.7130861079999999,13928.458498023716,14.10128977,4.060833333,0.40543973,29928.174603174604,13.03464286,1.07858227,160981.74603174604,-4.027795135,12.50963415,2.188567627,211676.82926829267
AP,Ampco-Pittsburgh Corporation,Industrials,Micro Cap Stock,1673,Carnegie,PA,26.26811952,4.642212005,117502.78884462151,-0.618691914,26.10560079,7.6317267189999995,84858.89328063242,-23.02535303,20.09469405,2.044058161,44697.619047619046,3.705079365,0.38963103600000004,34479.36507936508,-20.54085486,2.94402439,0.43079558799999995,78031.70731707317
RMTI,"Rockwell Medical Technologies, Inc.",Healthcare,Micro Cap Stock,299,Hackensack,NJ,6.288326692999999,0.768160132,28012.749003984063,-17.61948792,5.180355731000001,1.407372408,40812.25296442688,32.7948579,6.879246032,1.223713825,80723.80952380953,3.448174603,1.1737313409999999,348093.65079365077,-29.87098944,2.418170732,0.44887548899999996,1350470.731707317
DMRC,Digimarc Corporation,Technology,Micro Cap Stock,216,Beaverton,OR,9.234143426000001,0.8515193259999999,82133.46613545816,9.269398984,10.09009302,2.190032004,113676.74418604652,49.72528598,15.10742063,1.858958736,21403.174603174604,37.46214286,10.69514535,127941.26984126984,-50.01490471,18.7254878,7.333388072999999,139378.0487804878
CAMP,CalAmp Corp.,Technology,Micro Cap Stock,1080,Irvine,CA,5.908326692999999,2.347180008,210380.8764940239,-66.04778291,2.006007905,0.817603612,40718.97233201581,32.25153219,2.65297619,0.637705885,125155.55555555556,11.80178571,1.600076064,342363.09523809527,-40.95250748,6.9686585370000005,2.1530115359999997,475169.51219512196
HTBK,Heritage Commerce Corp,Financial Services,Small Cap Stock,337,San Jose,CA,17.895298800000003,2.149867022,34089.64143426295,-37.18623207,11.24071146,2.278796215,53547.43083003953,-70.69679353,3.2938888889999998,0.514709483,40646.031746031746,11.79194444,0.585185458,204426.19047619047,-26.84029966,8.62695122,1.703890747,273882.9268292683
FOLD,"Amicus Therapeutics, Inc.",Healthcare,Medium Cap Stock,584,Cranbury,NJ,13.86465116,2.1513949130000003,120506.97674418605,-18.58158338,11.28837945,2.340815415,40696.83794466403,-52.79490292,5.328690476,3.008609206,80732.93650793651,11.21039683,1.7597647440000002,3288932.5396825396,-6.262973144,10.50829268,1.455385745,3334037.8048780486
RELL,"Richardson Electronics, Ltd.",Technology,Micro Cap Stock,380,LaFox,IL,6.038188047999999,0.6660043379999999,65462.54980079681,-39.57123656,3.648802372,0.803624475,47445.849802371544,39.10029441,5.075494841,1.7534975309999998,84529.76190476191,5.8228765870000005,0.719505673,24483.333333333332,-28.99507303,4.1345292680000005,0.455473487,23370.731707317074
PRSC,The Providence Service Corporation,Healthcare,Small Cap Stock,3800,Stamford,CT,26.68569721,2.695920142,153069.72111553786,-32.47378266,18.0198419,10.81465012,201368.37944664032,-24.28055758,13.64452381,2.492927241,122164.68253968254,62.02519841,4.560541001,66112.30158730158,-0.968258517,61.42463415,7.236191992999999,92657.31707317074
TUES,Tuesday Morning Corp.,Consumer Defensive,Micro Cap Stock,1864,Dallas,TX,12.65026175,2.91650071,528503.187250996,-68.18513237,4.024664032,1.449731361,308645.8498023715,13.58436016,4.571388889,1.4176868169999999,439804.7619047619,1.794880952,0.346858964,323778.5714285714,-49.77559423,0.901468293,0.538494543,3022609.2926829266
LNDC,Landec Corporation,Consumer Defensive,Small Cap Stock,736,Santa Clara,CA,12.9187251,1.301041417,249640.6374501992,-35.70230326,8.306442687999999,1.068576784,187377.86561264822,-23.03736529,6.392857143,0.351430445,97927.77777777778,10.9459127,1.012315578,127038.88888888889,-6.588364266,10.2247561,1.041714192,168297.56097560975
CSII,"Cardiovascular Systems, Inc.",Healthcare,Small Cap Stock,731,St. Paul,MN,56.24223108,5.202281173,6207.9681274900395,-75.20465622,13.94545455,4.73472786,4559.288537549407,-57.25238509,5.961349206,1.750323751,54690.87301587302,41.40547619,6.113302601,336286.1111111111,-7.434772651,38.32707317,3.4575915719999997,323008.53658536583
LUB,"Luby&#39;s, Inc.",Consumer Cyclical,Micro Cap Stock,6133,Houston,TX,10.41733068,0.6208836010000001,109879.6812749004,-32.66503535,7.014505928999999,1.6199285490000002,118030.8300395257,-44.51973231,3.891666667,0.38655336799999995,75640.87301587302,1.5748015869999998,0.32687638,37614.28571428572,-18.47985815,1.2837804879999999,0.763487192,166565.8536585366
WTBA,West Bancorporation,Financial Services,Small Cap Stock,171,West Des Moines,IA,10.39984064,0.629514713,24004.382470119523,-18.19614692,8.507470356,0.898385636,33807.50988142293,-49.79389098,4.2712698410000005,0.87422497,29855.555555555555,21.07876984,1.581040455,26400.396825396827,-12.95599783,18.34780488,2.780886715,44689.0243902439
BELFB,Bel Fuse Inc.,Technology,Micro Cap Stock,6935,Jersey City,NJ,28.10988048,1.969216186,39858.167330677294,-25.36544646,20.97968379,3.3810718310000003,44589.328063241104,-20.35454279,16.70936508,1.952669945,29400.0,18.21547619,4.459515116,42632.93650793651,-44.02240568,10.19658537,3.193911731,54752.439024390245
BGFV,Big 5 Sporting Goods Corporation,Consumer Cyclical,Micro Cap Stock,2500,El Segundo,CA,13.1812761,1.701535674,162245.81673306774,-62.13832904,4.990651383,1.367596759,210225.29644268774,93.03216277,9.633562302,1.026640931,164879.7619047619,2.499399206,0.58848343,315451.98412698414,-30.26587582,1.7429341459999999,0.92329199,546009.756097561
BDGE,"Bridge Bancorp, Inc.",Financial Services,Small Cap Stock,496,Bridgehampton,NY,15.06581673,0.260449669,3208.764940239044,-10.45377888,13.49086957,0.701485976,2723.320158102767,21.87784392,16.44238095,1.388338988,12235.714285714286,29.13718254,2.147618063,36276.5873015873,-22.09099911,22.7004878,4.6836249819999995,75576.82926829268
HURC,"Hurco Companies, Inc.",Industrials,Micro Cap Stock,785,Indianapolis,IN,41.08135458,7.418375708999999,107062.54980079681,-26.93510782,30.01604743,9.639864948,134268.37944664032,-47.69953712,15.69853175,1.38003256,34619.444444444445,35.97365079,2.9948508539999996,21326.984126984127,-20.05123981,28.760487800000003,2.7426300360000004,30043.90243902439
ALCO,"Alico, Inc.",Consumer Defensive,Micro Cap Stock,235,Fort Myers,FL,45.70984064,4.820970688,18925.099601593625,-22.08534632,35.61466403,3.4244136889999996,14441.106719367588,-29.17889555,25.22269841,1.918250536,14699.20634920635,30.42162698,2.592128471,10722.619047619048,0.823651338,30.67219512,3.30193846,22514.634146341465
IMMR,Immersion Corporation,Technology,Micro Cap Stock,56,San Francisco,CA,11.89661355,3.7682131689999996,669256.5737051793,-39.94504485,7.144505929,1.949723895,541921.3438735178,-36.46188873,4.539484127,0.606456079,170672.22222222222,8.244761905,0.8777821690000001,297182.5396825397,-21.196085500000002,6.497195122000001,0.9488228890000001,288207.31707317074
FC,Franklin Covey Company,Industrials,Small Cap Stock,940,Salt Lake City,UT,7.502749004,0.63708462,29474.900398406375,-2.814014577,7.291620553,1.3688708059999999,37814.624505928856,-13.41441841,6.313492062999999,0.8202019159999999,42395.63492063492,31.82305556,4.924577013,36419.444444444445,-28.16912113,22.85878049,6.7285144820000005,115013.41463414633
JMP,JMP Group Inc,Financial Services,Micro Cap Stock,192,San Francisco,CA,5.700883802999999,0.9052896640000001,149877.46478873238,-30.65226149,3.953433992,0.738272486,46457.707509881424,45.3997649,5.74828373,0.7377801970000001,66165.07936507936,3.6783551589999997,0.347303629,23184.126984126986,-25.59969881,2.736707317,0.304777008,28484.146341463416
SPAR,"Spartan Motors, Inc.",Industrials,Small Cap Stock,1768,Novi,MI,12.42075697,3.17993972,717380.876494024,-58.09545528,5.20486166,1.891497391,353530.4347826087,-5.330420735,4.927420635,0.787925875,352041.2698412698,11.62515873,3.407403992,193966.67460317462,25.63059513,14.6047561,2.669226191,364303.5853658537
CTRN,"Citi Trends, Inc.",Consumer Cyclical,Micro Cap Stock,3000,Savannah,GA,31.66573705,9.27982783,245984.86055776893,-48.95431593,16.16399209,3.9876534,312721.34387351776,70.1663453,27.505674600000003,3.262110129,183736.11111111112,18.06321429,2.345649441,85360.31746031746,-20.33668056,14.389756099999998,5.393732067999999,130534.14634146342
OSTK,"Overstock.com, Inc.",Consumer Cyclical,Small Cap Stock,1613,Midvale,UT,20.80649402,5.869276451,378946.21513944224,-22.98334172,16.024466399999998,5.84494085,329157.7075098814,-3.246660705,15.50420635,3.5516872939999997,195354.3650793651,14.395912699999998,4.768894603,3442303.1746031744,-34.48682477,9.431219512,4.7478154539999995,3070082.926829268
SHLO,"Shiloh Industries, Inc.",Consumer Cyclical,Micro Cap Stock,3600,Valley City,OH,9.638608765,1.371873098,15615.936254980079,-23.82934219,7.3417917,2.325621831,8788.537549407114,-30.00172181,5.139127778,1.610350986,12632.539682539682,4.90015873,0.8847346229999999,51308.333333333336,-62.76875211,1.8243902440000002,1.007054252,128446.34146341463
FDEF,First Defiance Financial Corp.,Financial Services,Small Cap Stock,699,Defiance,OH,9.69685259,0.767403449,12897.211155378485,-39.83582233,5.834031621,1.533053142,22856.916996047432,-10.56036636,5.217936508,1.0246933790000001,63718.25396825397,27.77666667,1.5260333190000002,60862.30158730159,-32.75721273,18.67780488,5.661675149,198930.48780487804
FBNC,First Bancorp,Financial Services,Small Cap Stock,1065,Southern Pines,NC,15.22151394,1.278086421,31991.63346613546,-13.37333871,13.18588933,1.41052552,37286.561264822136,-3.164280573,12.76865079,1.308783598,47316.269841269845,36.20194444,1.6949920930000002,85745.23809523809,-26.37405311,26.65402439,5.710619706,111884.14634146342
GYRO,"Gyrodyne Company of America, Inc.",Real Estate,Micro Cap Stock,6,Saint James,NY,63.50593625,7.168793721,109.9601593625498,-35.24915175,41.12063241,6.013750084,64.03162055335969,8.157962287,44.4752381,2.30349041,42.06349206349206,18.97210317,0.644816245,753.1746031746031,-10.96876606,16.89109756,1.681618126,331.7073170731707
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Small Cap Stock,140,Durham,NC,9.16749004,1.6476246159999999,382782.8685258964,-66.56125005,3.0654940710000003,1.173063861,128296.04743083003,159.5661235,7.956984127,1.860523325,1658177.7777777778,5.005714286,2.698070708,1802541.2698412698,-36.18512641,3.1943902439999996,1.1099639609999998,9543553.658536585
NICK,"Nicholas Financial, Inc.",Financial Services,Micro Cap Stock,279,Clearwater,FL,8.717171315,1.100245594,22658.964143426296,-47.237843299999994,4.599367589,1.396547754,15645.849802371542,41.83454437,6.523492063,1.011022375,10621.031746031746,9.249007937,0.657299958,6420.6349206349205,-28.91920585,6.574268292999999,1.2395449490000001,7778.048780487805
FFNW,"First Financial Northwest, Inc.",Financial Services,Micro Cap Stock,158,Renton,WA,8.786486486,0.37796396200000004,317156.75675675675,-11.6465715,7.763162055,0.540427044,92034.78260869565,-28.40730229,5.557857143,0.8657365490000001,69761.90476190476,14.57063492,0.808632948,15116.666666666666,-25.46736564,10.85987805,2.424949277,17924.39024390244
LYTS,LSI Industries Inc.,Technology,Micro Cap Stock,1200,Cincinnati,OH,11.64613546,1.3774169319999998,213049.80079681275,-42.61272992,6.683399209,1.815271064,191426.08695652173,-27.21126253,4.864761905,0.559743416,81552.77777777778,3.968571429,0.9935538970000001,68871.8253968254,35.52213384,5.378292683,1.311464929,158324.39024390245
SIGA,SIGA Technologies Inc.,Healthcare,Small Cap Stock,41,New York,NY,3.856693227,0.634521411,610534.6613545817,-26.8619178,2.820711462,0.51543352,140262.84584980237,151.0919482,7.082579365,0.76367382,451150.79365079367,5.6716269839999995,0.723239814,178512.6984126984,-8.840198467,5.170243902,0.540118815,269757.31707317074
RGEN,Repligen Corporation,Healthcare,Medium Cap Stock,761,Waltham,MA,3.6777290839999996,0.5486514579999999,89074.50199203187,37.320519399999995,5.05027668,0.8951165590000001,174878.26086956522,-16.04970399,4.239722222,0.8018153720000001,116508.33333333333,74.50972222,13.50889783,483596.8253968254,42.55268519,106.2156098,15.58393507,571385.3658536585
